3;bunker;2931.00;13.80;1458.00;2.19;0
3;bunker;2911.00;10.25;1453.00;4.85;0
3;bunker;2922.00;10.48;1462.00;1.23;0
3;bunker;2927.00;13.70;1457.00;2.79;0
3;bunker;2919.00;13.03;1442.00;0.63;0
3;bunker;2927.00;10.68;1462.00;3.30;0
3;bunker;2930.00;15.68;1449.00;5.96;0
3;bunker;2907.00;10.18;1451.00;2.70;0
3;bunker;2923.00;16.12;1439.00;3.90;0
3;anti_air_building;2917.00;14.93;1437.00;1.74;0
3;anti_air_building;2915.00;10.10;1456.00;4.41;0
3;anti_air_building;2930.00;13.60;1458.00;5.97;0
3;synthetic_refinery;2926.00;14.80;1448.00;2.35;0
3;fuel_silo;2931.00;15.57;1448.00;0.19;0
3;radar_station;2918.00;13.10;1451.00;2.28;0
3;rocket_site;2918.00;11.88;1443.00;4.42;0
3;nuclear_reactor;2909.00;9.50;1448.00;2.26;0
4;arms_factory;3057.00;12.48;1483.00;5.29;0
4;arms_factory;3068.00;9.78;1479.00;0.57;0
4;arms_factory;3054.00;10.45;1462.00;3.23;0
4;arms_factory;3058.00;10.28;1462.00;5.89;0
4;arms_factory;3056.00;12.53;1479.00;3.73;0
4;arms_factory;3045.00;12.90;1455.00;3.84;0
4;industrial_complex;3044.00;14.35;1467.00;1.68;0
4;industrial_complex;3055.00;11.25;1467.00;5.80;0
4;industrial_complex;3055.00;10.23;1488.00;0.72;0
4;industrial_complex;3057.00;10.53;1465.00;3.74;0
4;industrial_complex;3052.00;10.60;1458.00;0.12;0
4;industrial_complex;3056.00;12.60;1474.00;4.25;0
4;air_base;3049.00;12.82;1466.00;4.35;0
4;bunker;3055.00;10.35;1493.00;2.19;0
4;bunker;3060.00;9.88;1491.00;4.85;0
4;bunker;3052.00;10.60;1458.00;1.23;0
4;bunker;3039.00;13.23;1454.00;2.79;0
4;bunker;3048.00;11.57;1483.00;0.63;0
4;bunker;3059.00;11.62;1485.00;3.30;0
4;bunker;3069.00;9.80;1482.00;5.96;0
4;bunker;3058.00;10.32;1464.00;2.70;0
4;bunker;3053.00;10.45;1455.00;3.90;0
4;bunker;3055.00;13.00;1475.00;1.74;0
4;bunker;3058.00;11.25;1470.00;4.41;0
4;bunker;3041.00;13.28;1471.00;5.97;0
4;bunker;3067.00;9.93;1476.00;2.35;0
4;anti_air_building;3045.00;12.93;1454.00;0.19;0
4;anti_air_building;3052.00;10.43;1488.00;1.39;0
4;anti_air_building;3054.00;10.95;1465.00;4.42;0
4;synthetic_refinery;3056.00;12.85;1482.00;2.26;0
4;fuel_silo;3053.00;14.45;1474.00;4.92;0
4;radar_station;3055.00;13.25;1473.00;1.11;0
4;rocket_site;3040.00;13.32;1454.00;2.86;0
4;nuclear_reactor;3067.00;10.03;1491.00;0.70;0
5;arms_factory;3160.00;10.00;1599.00;3.23;0
5;arms_factory;3139.00;9.80;1604.00;5.89;0
5;arms_factory;3120.00;9.90;1593.00;3.73;0
5;arms_factory;3151.00;9.90;1601.00;3.84;0
5;arms_factory;3129.00;9.85;1590.00;1.68;0
5;arms_factory;3102.00;9.75;1595.00;5.80;0
5;industrial_complex;3159.00;10.10;1598.00;0.72;0
5;industrial_complex;3138.00;9.80;1603.00;3.74;0
5;industrial_complex;3145.00;10.32;1594.00;0.12;0
5;industrial_complex;3151.00;10.00;1600.00;4.25;0
5;industrial_complex;3128.00;10.28;1598.00;4.35;0
5;industrial_complex;3116.00;9.80;1601.00;2.19;0
5;air_base;3151.00;10.23;1598.00;4.85;0
5;naval_base;3107.00;9.68;1606.00;-3.61;2309
5;naval_base;3114.00;9.60;1608.00;-2.21;2309
5;bunker;3120.00;9.90;1591.00;0.63;0
5;bunker;3118.00;9.80;1602.00;3.30;0
5;bunker;3123.00;9.80;1597.00;5.96;0
5;bunker;3126.00;9.80;1601.00;2.70;0
5;bunker;3137.00;9.85;1603.00;3.90;0
5;bunker;3113.00;9.80;1601.00;1.74;0
5;bunker;3147.00;9.95;1596.00;4.41;0
5;bunker;3145.00;10.40;1592.00;5.97;0
5;bunker;3143.00;9.95;1600.00;2.35;0
5;bunker;3156.00;9.80;1601.00;0.19;0
5;bunker;3110.00;9.65;1604.00;1.39;0
5;coastal_bunker;3115.00;9.50;1610.00;-2.21;0
5;coastal_bunker;3109.00;9.57;1606.00;-3.61;0
5;dockyard;3115.00;9.57;1609.00;-2.21;0
5;anti_air_building;3107.00;9.75;1602.00;0.19;0
5;anti_air_building;3120.00;9.80;1598.00;2.86;0
5;anti_air_building;3152.00;10.43;1596.00;0.70;0
5;synthetic_refinery;3122.00;9.80;1602.00;1.91;0
5;fuel_silo;3135.00;10.18;1592.00;4.93;0
5;radar_station;3130.00;10.38;1599.00;2.52;0
5;rocket_site;3129.00;10.38;1595.00;3.97;0
5;nuclear_reactor;3112.00;9.80;1598.00;0.35;0
6;arms_factory;2864.00;10.20;1535.00;3.73;0
6;arms_factory;2874.00;9.70;1538.00;3.84;0
6;arms_factory;2856.00;9.65;1540.00;1.68;0
6;arms_factory;2872.00;9.75;1534.00;5.80;0
6;arms_factory;2880.00;9.70;1541.00;0.72;0
6;arms_factory;2860.00;9.70;1531.00;3.74;0
6;industrial_complex;2875.00;9.60;1543.00;0.12;0
6;industrial_complex;2866.00;10.07;1536.00;4.25;0
6;industrial_complex;2881.00;9.70;1538.00;4.35;0
6;industrial_complex;2856.00;9.93;1535.00;2.19;0
6;industrial_complex;2869.00;9.73;1536.00;4.85;0
6;industrial_complex;2870.00;9.70;1539.00;1.23;0
6;air_base;2886.00;9.85;1539.00;2.79;0
6;naval_base;2855.00;9.57;1543.00;-2.16;8621
6;naval_base;2873.00;9.55;1544.00;-2.55;8621
6;naval_base;2849.00;9.50;1541.00;-2.68;8621
6;bunker;2865.00;10.28;1538.00;2.70;0
6;bunker;2870.00;9.70;1540.00;3.90;0
6;bunker;2849.00;9.68;1536.00;1.74;0
6;bunker;2881.00;9.73;1537.00;4.41;0
6;bunker;2872.00;9.75;1534.00;5.97;0
6;bunker;2862.00;10.18;1534.00;2.35;0
6;bunker;2890.00;10.20;1541.00;0.19;0
6;bunker;2886.00;10.00;1544.00;1.39;0
6;coastal_bunker;2873.00;9.55;1544.00;-2.55;0
6;coastal_bunker;2847.00;9.50;1540.00;-2.68;0
6;coastal_bunker;2855.00;9.57;1543.00;-2.16;0
6;dockyard;2848.00;9.53;1540.00;-2.68;0
6;anti_air_building;2858.00;9.75;1532.00;2.86;0
6;anti_air_building;2856.00;9.70;1541.00;0.70;0
6;anti_air_building;2867.00;9.93;1536.00;1.91;0
6;synthetic_refinery;2880.00;9.70;1543.00;4.93;0
6;fuel_silo;2863.00;9.95;1533.00;1.31;0
6;radar_station;2872.00;9.70;1538.00;4.00;0
6;rocket_site;2860.00;10.20;1538.00;0.35;0
6;nuclear_reactor;2883.00;9.70;1540.00;3.37;0
7;arms_factory;2876.00;9.60;1562.00;1.68;0
7;arms_factory;2879.00;9.60;1557.00;5.80;0
7;arms_factory;2883.00;9.65;1571.00;0.72;0
7;arms_factory;2880.00;9.60;1557.00;3.74;0
7;arms_factory;2882.00;9.60;1563.00;0.12;0
7;arms_factory;2881.00;9.60;1560.00;4.25;0
7;industrial_complex;2878.00;9.55;1566.00;4.35;0
7;industrial_complex;2880.00;9.70;1569.00;2.19;0
7;industrial_complex;2880.00;9.70;1566.00;4.85;0
7;industrial_complex;2885.00;9.60;1557.00;1.23;0
7;industrial_complex;2878.00;9.70;1563.00;2.79;0
7;industrial_complex;2876.00;9.60;1554.00;0.63;0
7;air_base;2874.00;9.70;1555.00;3.30;0
7;naval_base;2872.00;9.50;1553.00;-1.47;8621
7;naval_base;2880.00;9.50;1578.00;-1.77;2775
7;naval_base;2878.00;9.53;1567.00;-2.36;2775
7;naval_base;2873.00;9.50;1560.00;-2.16;2775
7;bunker;2878.00;9.60;1558.00;4.41;0
7;bunker;2880.00;9.60;1561.00;5.97;0
7;bunker;2882.00;9.60;1563.00;2.35;0
7;bunker;2875.00;9.65;1553.00;0.19;0
7;bunker;2884.00;9.70;1575.00;1.39;0
7;coastal_bunker;2878.00;9.50;1570.00;-2.36;0
7;coastal_bunker;2871.00;9.50;1553.00;-1.47;0
7;coastal_bunker;2872.00;9.50;1558.00;-2.16;0
7;coastal_bunker;2879.00;9.50;1574.00;-1.77;0
7;dockyard;2882.00;9.50;1582.00;-2.94;0
7;anti_air_building;2884.00;9.62;1556.00;0.70;0
7;anti_air_building;2882.00;9.68;1554.00;1.91;0
7;anti_air_building;2875.00;9.65;1553.00;4.93;0
7;synthetic_refinery;2884.00;9.70;1554.00;1.31;0
7;fuel_silo;2883.00;9.70;1574.00;3.97;0
7;radar_station;2879.00;9.60;1568.00;1.75;0
7;rocket_site;2878.00;9.60;1557.00;3.37;0
7;nuclear_reactor;2877.00;9.68;1559.00;6.04;0
8;arms_factory;2900.00;11.48;1518.00;0.72;0
8;arms_factory;2900.00;10.80;1507.00;3.74;0
8;arms_factory;2902.00;10.80;1508.00;0.12;0
8;arms_factory;2900.00;10.85;1509.00;4.25;0
8;arms_factory;2903.00;10.80;1509.00;4.35;0
8;arms_factory;2899.00;10.90;1510.00;2.19;0
8;industrial_complex;2903.00;10.82;1510.00;4.85;0
8;industrial_complex;2899.00;11.10;1511.00;1.23;0
8;industrial_complex;2902.00;10.93;1511.00;2.79;0
8;industrial_complex;2898.00;11.32;1512.00;0.63;0
8;industrial_complex;2901.00;11.03;1512.00;3.30;0
8;industrial_complex;2904.00;10.85;1512.00;5.96;0
8;air_base;2898.00;11.43;1513.00;2.70;0
8;bunker;2902.00;10.98;1513.00;3.90;0
8;anti_air_building;2899.00;11.40;1514.00;1.74;0
8;anti_air_building;2902.00;11.00;1514.00;4.41;0
8;anti_air_building;2899.00;11.48;1515.00;5.97;0
8;synthetic_refinery;2898.00;11.73;1516.00;2.35;0
8;fuel_silo;2898.00;11.80;1517.00;0.19;0
8;radar_station;2901.00;11.07;1514.00;2.28;0
8;rocket_site;2899.00;11.80;1519.00;4.42;0
8;nuclear_reactor;2900.00;10.82;1508.00;2.26;0
9;arms_factory;3050.00;12.70;1511.00;0.12;0
9;arms_factory;3030.00;11.30;1519.00;4.25;0
9;arms_factory;3039.00;12.57;1507.00;4.35;0
9;arms_factory;3045.00;12.35;1516.00;2.19;0
9;arms_factory;3042.00;10.55;1530.00;4.85;0
9;arms_factory;3024.00;12.53;1513.00;1.23;0
9;industrial_complex;3051.00;12.03;1520.00;2.79;0
9;industrial_complex;3026.00;11.85;1507.00;0.63;0
9;industrial_complex;3055.00;12.70;1515.00;3.30;0
9;industrial_complex;3046.00;10.20;1525.00;5.96;0
9;industrial_complex;3056.00;10.78;1523.00;2.70;0
9;industrial_complex;3036.00;12.40;1503.00;3.90;0
9;air_base;3031.00;12.10;1512.00;1.74;0
9;bunker;3032.00;13.10;1498.00;4.41;0
9;bunker;3044.00;11.68;1519.00;5.97;0
9;bunker;3028.00;12.07;1516.00;2.35;0
9;bunker;3039.00;12.60;1510.00;0.19;0
9;bunker;3029.00;11.88;1509.00;1.39;0
9;bunker;3034.00;11.10;1527.00;4.42;0
9;bunker;3022.00;12.78;1515.00;2.26;0
9;bunker;3059.00;11.85;1521.00;4.92;0
9;bunker;3050.00;11.43;1522.00;0.19;0
9;bunker;3025.00;10.55;1527.00;2.86;0
9;bunker;3017.00;13.57;1508.00;0.70;0
9;bunker;3049.00;12.57;1515.00;1.91;0
9;bunker;3031.00;11.20;1519.00;4.93;0
9;bunker;3050.00;11.20;1527.00;1.31;0
9;anti_air_building;3046.00;10.75;1529.00;3.97;0
9;anti_air_building;3058.00;10.82;1527.00;0.35;0
9;anti_air_building;3044.00;10.25;1523.00;3.37;0
9;synthetic_refinery;3032.00;11.62;1516.00;6.04;0
9;fuel_silo;3031.00;12.68;1502.00;2.42;0
9;radar_station;3038.00;12.35;1515.00;5.40;0
9;rocket_site;3040.00;11.03;1527.00;0.36;0
9;nuclear_reactor;3031.00;12.23;1504.00;4.48;0
10;arms_factory;3124.00;10.10;1549.00;4.35;0
10;arms_factory;3141.00;9.80;1566.00;2.19;0
10;arms_factory;3153.00;10.50;1562.00;4.85;0
10;arms_factory;3145.00;9.80;1555.00;1.23;0
10;arms_factory;3149.00;10.20;1564.00;2.79;0
10;arms_factory;3133.00;9.80;1561.00;0.63;0
10;industrial_complex;3136.00;9.85;1553.00;3.30;0
10;industrial_complex;3127.00;9.90;1563.00;5.96;0
10;industrial_complex;3128.00;9.90;1554.00;2.70;0
10;industrial_complex;3120.00;10.00;1546.00;3.90;0
10;industrial_complex;3141.00;9.80;1563.00;1.74;0
10;industrial_complex;3139.00;9.80;1560.00;4.41;0
10;air_base;3122.00;9.88;1564.00;5.97;0
10;bunker;3146.00;9.90;1561.00;2.35;0
10;bunker;3143.00;9.85;1570.00;0.19;0
10;bunker;3151.00;10.48;1563.00;1.39;0
10;bunker;3119.00;9.80;1564.00;4.42;0
10;bunker;3119.00;9.90;1557.00;2.26;0
10;bunker;3132.00;9.80;1555.00;4.92;0
10;bunker;3137.00;9.80;1552.00;0.19;0
10;bunker;3125.00;10.00;1551.00;2.86;0
10;bunker;3122.00;9.93;1544.00;0.70;0
10;anti_air_building;3139.00;9.80;1558.00;1.91;0
10;anti_air_building;3133.00;9.85;1554.00;4.93;0
10;anti_air_building;3125.00;9.90;1559.00;1.31;0
10;synthetic_refinery;3138.00;9.80;1556.00;3.97;0
10;fuel_silo;3119.00;10.00;1547.00;0.35;0
10;radar_station;3136.00;9.80;1558.00;3.23;0
10;rocket_site;3119.00;10.00;1549.00;6.04;0
10;nuclear_reactor;3145.00;9.90;1569.00;2.42;0
11;arms_factory;3162.00;10.28;1623.00;4.85;0
11;arms_factory;3189.00;10.20;1619.00;1.23;0
11;arms_factory;3189.00;10.30;1644.00;2.79;0
11;arms_factory;3187.00;10.30;1640.00;0.63;0
11;arms_factory;3183.00;9.85;1616.00;3.30;0
11;arms_factory;3209.00;10.50;1630.00;5.96;0
11;industrial_complex;3200.00;9.95;1627.00;2.70;0
11;industrial_complex;3206.00;10.32;1641.00;3.90;0
11;industrial_complex;3169.00;10.23;1616.00;1.74;0
11;industrial_complex;3176.00;11.25;1612.00;4.41;0
11;industrial_complex;3206.00;9.95;1635.00;5.97;0
11;industrial_complex;3186.00;9.80;1621.00;2.35;0
11;air_base;3182.00;9.78;1618.00;0.19;0
11;bunker;3205.00;10.07;1631.00;1.39;0
11;bunker;3179.00;11.15;1610.00;4.42;0
11;bunker;3183.00;9.70;1622.00;2.26;0
11;bunker;3197.00;10.35;1638.00;4.92;0
11;bunker;3168.00;10.40;1614.00;0.19;0
11;bunker;3177.00;10.45;1616.00;2.86;0
11;bunker;3187.00;9.80;1615.00;0.70;0
11;bunker;3190.00;10.38;1629.00;1.91;0
11;bunker;3195.00;10.40;1624.00;4.93;0
11;bunker;3199.00;10.30;1638.00;1.31;0
11;bunker;3209.00;9.95;1635.00;3.97;0
11;bunker;3166.00;9.78;1619.00;0.35;0
11;bunker;3188.00;10.30;1648.00;3.37;0
11;anti_air_building;3167.00;9.82;1618.00;6.04;0
11;anti_air_building;3180.00;9.70;1623.00;2.42;0
11;anti_air_building;3182.00;10.43;1610.00;0.26;0
11;synthetic_refinery;3183.00;9.90;1630.00;0.36;0
11;fuel_silo;3190.00;10.30;1634.00;4.48;0
11;radar_station;3187.00;9.82;1627.00;1.29;0
11;rocket_site;3194.00;10.40;1625.00;3.88;0
11;nuclear_reactor;3171.00;11.10;1609.00;5.09;0
12;arms_factory;3207.00;10.45;1675.00;2.79;0
12;arms_factory;3200.00;10.40;1676.00;0.63;0
12;arms_factory;3203.00;10.40;1676.00;3.30;0
12;arms_factory;3206.00;10.40;1676.00;5.96;0
12;arms_factory;3209.00;10.43;1676.00;2.70;0
12;arms_factory;3203.00;10.38;1677.00;3.90;0
12;industrial_complex;3206.00;10.38;1677.00;1.74;0
12;industrial_complex;3209.00;10.40;1677.00;4.41;0
12;industrial_complex;3221.00;10.40;1658.00;5.97;0
12;industrial_complex;3219.00;10.23;1659.00;2.35;0
12;industrial_complex;3222.00;10.40;1659.00;0.19;0
12;industrial_complex;3225.00;10.40;1659.00;1.39;0
12;air_base;3215.00;10.12;1660.00;4.42;0
12;naval_base;3181.00;9.53;1667.00;-2.36;1885
12;naval_base;3187.00;9.50;1679.00;-1.57;1885
12;naval_base;3186.00;9.60;1670.00;-1.82;1885
12;bunker;3214.00;10.35;1661.00;2.86;0
12;bunker;3214.00;10.60;1668.00;0.70;0
12;bunker;3189.00;9.73;1673.00;1.91;0
12;bunker;3228.00;10.20;1676.00;4.93;0
12;bunker;3197.00;10.25;1662.00;1.31;0
12;bunker;3236.00;9.85;1666.00;3.97;0
12;bunker;3189.00;10.25;1667.00;0.35;0
12;bunker;3239.00;9.82;1644.00;3.37;0
12;bunker;3205.00;10.32;1653.00;6.04;0
12;bunker;3209.00;9.88;1658.00;2.42;0
12;bunker;3212.00;9.80;1651.00;0.26;0
12;bunker;3233.00;9.90;1645.00;0.36;0
12;bunker;3223.00;10.20;1652.00;4.48;0
12;bunker;3228.00;10.40;1663.00;0.86;0
12;bunker;3196.00;10.30;1685.00;3.88;0
12;bunker;3220.00;10.30;1651.00;5.09;0
12;bunker;3212.00;10.60;1667.00;2.93;0
12;bunker;3209.00;10.30;1682.00;5.59;0
12;bunker;3195.00;10.30;1680.00;0.87;0
12;coastal_bunker;3181.00;9.53;1667.00;-2.36;0
12;coastal_bunker;3187.00;9.50;1679.00;-1.57;0
12;coastal_bunker;3186.00;9.60;1670.00;-1.82;0
12;dockyard;3187.00;9.50;1674.00;-1.82;0
12;anti_air_building;3214.00;10.60;1666.00;3.44;0
12;anti_air_building;3217.00;10.57;1666.00;4.64;0
12;anti_air_building;3220.00;10.45;1666.00;2.48;0
12;synthetic_refinery;3223.00;10.40;1666.00;4.05;0
12;fuel_silo;3213.00;10.60;1667.00;0.43;0
12;radar_station;3214.00;10.55;1663.00;4.42;0
12;rocket_site;3223.00;10.40;1667.00;6.11;0
12;nuclear_reactor;3224.00;10.40;1668.00;3.95;0
13;arms_factory;3197.00;10.30;1710.00;5.96;0
13;arms_factory;3157.00;9.55;1696.00;2.70;0
13;arms_factory;3177.00;9.70;1709.00;3.90;0
13;arms_factory;3212.00;10.23;1717.00;1.74;0
13;arms_factory;3201.00;10.10;1700.00;4.41;0
13;arms_factory;3182.00;9.68;1718.00;5.97;0
13;industrial_complex;3182.00;9.70;1714.00;2.35;0
13;industrial_complex;3198.00;10.00;1696.00;0.19;0
13;industrial_complex;3202.00;9.70;1718.00;1.39;0
13;industrial_complex;3196.00;10.30;1694.00;4.42;0
13;industrial_complex;3188.00;9.70;1721.00;2.26;0
13;industrial_complex;3194.00;9.80;1717.00;4.92;0
13;air_base;3186.00;9.70;1708.00;0.19;0
13;naval_base;3150.00;9.50;1698.00;-1.21;2107
13;naval_base;3207.00;9.50;1727.00;-3.34;1434
13;naval_base;3151.00;9.50;1710.00;-1.57;2107
13;naval_base;3173.00;9.50;1704.00;-1.11;1885
13;naval_base;3214.00;9.55;1725.00;-3.34;1434
13;naval_base;3184.00;9.60;1719.00;-1.82;1660
13;naval_base;3185.00;9.50;1698.00;-0.59;1885
13;naval_base;3190.00;9.55;1722.00;-2.90;1660
13;naval_base;3187.00;9.53;1688.00;-1.37;1885
13;bunker;3212.00;10.40;1709.00;2.42;0
13;bunker;3198.00;9.95;1715.00;0.26;0
13;bunker;3205.00;9.93;1694.00;0.36;0
13;bunker;3189.00;10.10;1701.00;4.48;0
13;bunker;3209.00;9.73;1721.00;0.86;0
13;bunker;3191.00;10.28;1710.00;3.88;0
13;bunker;3155.00;9.68;1696.00;5.09;0
13;bunker;3191.00;9.95;1696.00;2.93;0
13;bunker;3211.00;10.15;1717.00;5.59;0
13;bunker;3180.00;9.65;1710.00;0.87;0
13;bunker;3196.00;9.68;1720.00;4.99;0
13;bunker;3193.00;10.30;1702.00;1.38;0
13;bunker;3180.00;9.65;1713.00;4.04;0
13;bunker;3159.00;9.70;1711.00;5.60;0
13;coastal_bunker;3199.00;9.65;1723.00;-2.90;0
13;coastal_bunker;3156.00;9.50;1711.00;-1.57;0
13;coastal_bunker;3170.00;9.50;1699.00;-4.47;0
13;coastal_bunker;3184.00;9.60;1719.00;-1.82;0
13;coastal_bunker;3189.00;9.50;1697.00;-1.37;0
13;coastal_bunker;3183.00;9.50;1695.00;-0.59;0
13;coastal_bunker;3175.00;9.50;1702.00;-1.11;0
13;coastal_bunker;3201.00;9.55;1723.00;-2.36;0
13;coastal_bunker;3212.00;9.50;1726.00;-3.34;0
13;dockyard;3220.00;9.55;1724.00;-3.34;0
13;anti_air_building;3220.00;10.10;1721.00;4.56;0
13;anti_air_building;3185.00;9.70;1711.00;0.94;0
13;anti_air_building;3187.00;9.73;1706.00;3.60;0
13;synthetic_refinery;3184.00;9.70;1717.00;1.44;0
13;fuel_silo;3178.00;9.68;1706.00;1.55;0
13;radar_station;3186.00;9.70;1707.00;6.13;0
13;rocket_site;3210.00;10.40;1709.00;2.05;0
13;nuclear_reactor;3188.00;9.73;1700.00;4.71;0
14;arms_factory;2754.00;9.75;1489.00;3.90;0
14;arms_factory;2737.00;9.53;1478.00;1.74;0
14;arms_factory;2772.00;9.98;1479.00;4.41;0
14;arms_factory;2739.00;9.70;1489.00;5.97;0
14;arms_factory;2755.00;9.73;1490.00;2.35;0
14;arms_factory;2751.00;9.82;1479.00;0.19;0
14;industrial_complex;2773.00;9.85;1480.00;1.39;0
14;industrial_complex;2744.00;9.70;1480.00;4.42;0
14;industrial_complex;2767.00;10.38;1476.00;2.26;0
14;industrial_complex;2747.00;9.80;1481.00;4.92;0
14;industrial_complex;2778.00;9.70;1472.00;0.19;0
14;industrial_complex;2756.00;9.70;1474.00;2.86;0
14;air_base;2768.00;9.60;1469.00;0.70;0
14;naval_base;2738.00;9.50;1476.00;-1.33;4885
14;naval_base;2774.00;9.68;1487.00;-3.14;2871
14;naval_base;2762.00;9.70;1471.00;-0.32;8546
14;naval_base;2757.00;9.68;1493.00;-4.04;2871
14;naval_base;2762.00;9.57;1489.00;-3.14;2871
14;naval_base;2764.00;9.50;1469.00;-0.69;8546
14;naval_base;2735.00;9.50;1489.00;-2.68;2381
14;bunker;2763.00;10.28;1484.00;2.42;0
14;bunker;2758.00;10.43;1480.00;0.26;0
14;bunker;2777.00;9.80;1481.00;0.36;0
14;bunker;2766.00;10.40;1477.00;4.48;0
14;bunker;2739.00;9.70;1489.00;0.86;0
14;bunker;2744.00;9.70;1480.00;3.88;0
14;bunker;2777.00;9.60;1488.00;5.09;0
14;bunker;2750.00;9.70;1489.00;2.93;0
14;bunker;2753.00;10.07;1480.00;5.59;0
14;bunker;2753.00;9.53;1473.00;0.87;0
14;coastal_bunker;2734.00;9.50;1478.00;-1.33;0
14;coastal_bunker;2774.00;9.57;1488.00;-3.14;0
14;coastal_bunker;2734.00;9.55;1488.00;-2.68;0
